product_id,product_name,category,unit_price,in_stock
PROD-0453,Fashion Vista Shoes 0453,Fashion,262.88,165
PROD-0454,Sports Max Lamp 0454,Sports,181.59,248
PROD-0455,Books Flex Chair 0455,Books,953.30,26
PROD-0456,Electronics Delta Stand 0456,Electronics,627.47,382
PROD-0457,Home Max Stand 0457,Home,347.38,103
PROD-0458,Fashion Max Shoes 0458,Fashion,854.83,398
PROD-0459,Sports Urban Mat 0459,Sports,154.97,153
PROD-0460,Books Vista Stand 0460,Books,362.76,142
PROD-0461,Electronics Nimbus Bag 0461,Electronics,454.81,173
PROD-0462,Home Bold Bag 0462,Home,864.25,447
PROD-0463,Fashion Flex Notebook 0463,Fashion,473.15,271
PROD-0464,Sports Lite Jacket 0464,Sports,405.41,274
PROD-0465,Books Urban Lamp 0465,Books,824.76,103
PROD-0466,Electronics Nimbus Jacket 0466,Electronics,961.70,346
PROD-0467,Home Max Bottle 0467,Home,908.45,237
PROD-0468,Fashion Bold Watch 0468,Fashion,114.55,268
PROD-0469,Sports Max Hoodie 0469,Sports,392.73,82
PROD-0470,Books Max Stand 0470,Books,689.57,465
PROD-0471,Electronics Lite Watch 0471,Electronics,582.10,236
PROD-0472,Home Max Mug 0472,Home,483.99,370
PROD-0473,Fashion Nimbus Jacket 0473,Fashion,952.90,110
PROD-0474,Sports Lite Speaker 0474,Sports,29.46,350
PROD-0475,Books Urban Bag 0475,Books,653.19,142
PROD-0476,Electronics Nova Chair 0476,Electronics,758.63,385
PROD-0477,Home Pulse Notebook 0477,Home,189.49,269
PROD-0478,Fashion Bold Mat 0478,Fashion,990.91,96
PROD-0479,Sports Ridge Bottle 0479,Sports,797.53,79
PROD-0480,Books Classic Notebook 0480,Books,574.05,143
PROD-0481,Electronics Bold Headphones 0481,Electronics,795.21,493
PROD-0482,Home Classic Stand 0482,Home,962.70,114
PROD-0483,Fashion Classic Chair 0483,Fashion,754.89,0
PROD-0484,Sports Pulse Headphones 0484,Sports,998.85,200
PROD-0485,Books Classic Bag 0485,Books,244.45,296
PROD-0486,Electronics Eco Bottle 0486,Electronics,733.68,466
PROD-0487,Home Urban Bag 0487,Home,278.20,188
PROD-0488,Fashion Eco Bottle 0488,Fashion,844.09,313
PROD-0489,Sports Classic Bag 0489,Sports,541.07,271
PROD-0490,Books Ridge Stand 0490,Books,916.75,43
PROD-0491,Electronics Eco Headphones 0491,Electronics,8.58,455
PROD-0492,Home Delta Bag 0492,Home,405.32,14
PROD-0493,Fashion Delta Stand 0493,Fashion,915.27,258
PROD-0494,Sports Classic Watch 0494,Sports,477.46,167
PROD-0495,Books Lite Mug 0495,Books,871.71,4
,Defect Null PK,Home,25.00,10
PROD-DUP-01,Defect Duplicate A,Sports,40.00,12
PROD-DUP-01,Defect Duplicate B,Sports,42.00,8
PROD-BAD-CAT,Defect Invalid Category,Food,15.00,20
PROD-NEG-PRC,Defect Negative Price,Books,-10.00,5
